business_id,name,category,stars,text
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Ming Dynasty (my go-to asian food) was closed so we decided to try Sushiya. We got tons of stuff: tempura, udon, miso, teriyaki chicken, gyoza, tofu stake and steamed rice.

The only decent thing was the rice. The miso tasted like the $2 packets I get from von's and it looked suspiciously similar. My udon smelled like rotten vegetables, honestly. It stank. The broth was simply inedible. I tried rinsing off the noodles under hot water and adding my own sauce but unfortunately the nast they had it in couldn't be expelled. The gyoza had the same musk that made the eating experience painful and sickening. The teriyaki chicken alternated between dry and stringy to mushy and gummy. Speaking of gummy, the ""deep-fried tofu stake"" (Is it steak? A stack? Unsure.)  was covered in a gooey layer that could be pulled off in one piece like chicken skin. That was underneath the deep fried sticky brown tar. I literally do not know how one can cook something like that. it was almost like a science experiment gone wrong. The tempura was questionable and overdone. It was actually kind of interesting to see my favorite vegetables that mushy and tasteless.

I feel bad, but everything I ate was worse. How do you mess up noodles that only have a broth and one vegetable? I am not picky at all but this was just plain terrible. PLEASE SUSHIYA PUT THOUGHT INTO YOUR FOOD."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,"""One of the best in town""
If you looking for decent foods with great price, this place is the right one. Cozy and cool atmosphere as well. Very addictive place."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,"muy buena comida!! No entiendo porque tan bajo está su calificación! Escuche que cambiaron de dueño hace poco. Les recomiendo que vayan a comprobar cómo cambió la calidad de la comida!! yo comi SPICY SEAFOON  RAMEN,  rolls, UDON y fueron increibles!! 
Mientras comía vi otros clientes que se pidieron combos, que parecian geniales también. Quiero volver para probarlos~"
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"If you're craving sushi rolls and you live in Isla Vista, this is where you go. Not the best...the rolls are huge and always fall apart. You have to be in the mood to eat it. The noodles are good however. Just an average place...something you would find at a mall."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Sushiya is seriously the place I will go if no other Japanese restaurant is open (ie between the hours of 2:30 and 5:30 pm). Their handroll combination isn't bad but I really don't like anything else they serve here. This place feels like less of a restaurant and more of a fast-food sushi joint (pretty typical for college town food). There are better places for sushi, but this is the only choice in IV and the food isn't horrible - I just don't love it and there are other food options in IV."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Been coming here for a few years now.  Service was always ridiculously slow, from totally uncaring student employees, but the food was pretty good and for a great price and large portion.  Just came in after a couple month hiatus to find a (minimum) 20% price increase, but closer to 50% on nearly all ""classic rolls"".  
Great miso soup.  Love the crunch roll.  Fresh food.  Just don't come if you're in a rush to eat (sushi is made to order, which is nice)."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,"Had salmon skin salad and yellowtail roll for a quick dinner and it was not bad. Fresh salad came with a lot of crispy plaster salmon skins, and I was glad to find that the yellowtail roll had some thin green onions inside which was a traditional condiment to pair with yellowtail, even though the menu didn't mention this. Nice touch!"
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,This by far is the crappiest sushi place in Goleta period. The price is ridiculous for the quality and the servers are rude. Had to wait an hour for a pick up order because they were the only place open. They told me it wasnt their fault for waiting an HOUR to make my food. Had to get a refund. DO NOT RECOMMEND.
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,Their sushi was the best!!! especially their seafood ramen with bunch of high quality seafood!! Employees were very kind and always kept their smile. Their fish were in excellent condition. Will definitely come back for more!! must try!
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Quick easy to go on campus dab. 
A-OK service, A-OK quality, A-OK price.
But with sushi you dont wanna go wrong."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,Got their daily special of CA rolls. They were quick and the rolls tasted great. They deserve more than their current 3 stars
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"This place is gross. Their miso soup is insant powder and I found hair in my sushi. And the person working asked if I wanted them to remake me another one. Uhh hello? Why would I want that and have another hair in there? Don't think so.

I came here 3 times and never again. I tried giving it another chance and it's just too disgusting."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Fool me once, shame on you. Fool me twice, shame on me. In the case of Sushiya, it is definitely shame on me because I have given this place many more chances than it deserves. Finally, I can say lesson learned and I'm certain I'll never be desperate enough for a sushi fix that I'd settle for this ""sushi"" again.

This fast food sushi joint is overpriced and surprisingly NOT fast. The fish is not fresh at all (once I got some sort of chewy, rubbery, chunky concoction that seemed far from edible) and for the time spent making the rolls its ridiculous how sloppily they're put together. The california roll tastes like pure mayo and this is one of those places that puts paper thin slices of avocado in your roll that require a magnifying glass to be sure they actually put it in there.

If you like sushi, don't bother looking for it here. If you know someone who's never tried it, keep them away! This place is besmirching sushi's good name. Hate to say it, but this place is just plain gross."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,A great spot to college kids around UCSB with great choices! I highly recommend soontofu. You can tell everything is quality and for a great price! I'm definitely becoming a regular!! 10/10
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,"I haven't tried the sushi, but the teriyaki chicken entree was excellent - a perfect portion of meat, rice and salad. I would suggest a small miso soup as well to round out the meal. The only thing that sucked was that the day I was there, they were out of forks, so I gave myself a crash course in chopsticks :) I definitely want to return and try their noodles and perhaps, the sushi."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"I used to eat here because it was the only sushi fix I could get , but then their price on my regular order went up 3 bucks and with it being mediocre sushi at eat, it was the last straw, I haven't ate there since, 2 years and counting , not real sushi but the price is what killed it for me, overall, take the trip and go dt if u have an itch for sushi"
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"I love their dessert options and sushi rolls. 

But waiting for the food to be served can sometimes be a big annoying."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,"I went right before school started because it is located by UCSB. I jad the Spicy Seafood Ramen and Eel&Avocado Roll. The Spicy Seafood Ramen was really rich, the soup was rrally thick and savory. It wasn't that spicy but it was perfect. The roll was really good as well. They put a lot of avocado and eel, I really like avocados and some other places only give a little. But they gave me a lot. The servers were really kind and friendly. I had a really nice time."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"So the sign that I should have walked away was that there were no lights on in the business and the lady was dozing off to the rear of the restaurant. The specials were hand written on a cardboard with markers like my did drew it.

Ordered the tonkostu ramen which was a big mistake. It took them about 10 minutes to prepare that and bring it out. It looked like they just opened up a bag of noodles that you get at the asain marker and heated it up. The pork was standard pork slices and super tough.
I also order their daily special roll.... california roll. It was decent. The sushi rice was cold. Not wrapped tightly at all.

And the funny part of it all was that when she rung me up. I had to pay for the ramen seperate from the california roll. I wanted to pay with CC but she stated that the daily special requirement was cash ONLY?????"
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,The California roll is so good! Perfect size and not too much rice just the perfect amount of ingredients.
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"I got the teriyaki salmon plate for dinner. Comes w/ salad and white rice.

The food was alright, although the teriyaki sauce was somewhat salty.

Nothing too special. I have yet to try the sushi or ramen."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Would have been a 4 star rating EXCEPT the cashier ""forgot"" to give our order ticket to the chefs in the back. We waited 20+ minutes for our 2 order of sushi as we watched numerous customers get their orders even though the ordered after us. (however, we were comped 2 free fountain drinks but i only drink water so it didn't matter!)

With that said, the sushi was pretty good! We had the Dragon roll combination which was a HUGE roll with these weird fishy flakes on top (which i didn't like that much). There was plenty of avocado and eel in each bite. Warning: it's kinda hard to eat because of the size and may get a little messy.

Our other dish was the California and Spicy Tuna roll combination plate. You get a TON of sushi (8 pieces of each) and the presentation is pretty cool. 

Overall, a pretty good sushi experience for an 'express' restaurant."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"I am VERY picky about seafood and even PICKIER about Korean-owned restaurants because I'm Korean and my family used to own restaurant(s) that had AMAZING food.

The fish isn't fresh, the portions aren't large, the prices aren't good. They rarely have the yakisoba and the white rice is always on the dry side. The California Roll is the second worst I've ever hard, the first worst being from CaliRoll (they should change their name immediately). And my non-Korean friends always say they feel super awkward and uncomfortable going in because the workers aren't very friendly and don't seem to speak English very well. 

I am Korean and haven't noticed that the not-speaking-English-very-well thing, but I do think the workers tend to be on the not-so-friendly side but I mean, student workers who are at work instead of with their friends can get cranky and nobody likes work, so bad service is understandable.

The menu is extensive, especially for an IV place BUT, I can't give this place above a three because their food is NOT worth it. And trust me I've been here a LOT, definitely at least twenty-five times. I got the spicy pork, rice, salad, sushi combination most often. The sushi is always kinda gross, but I always eat it anyway because IV food/Santa Barbara Asian food lowered my standards and cuz i'm a fatass. The sushi always comes with one yellowtail, one salmon and one tuna.  The salad is pretty good and the spicy pork is really good (the only saving grace for this place and the only reason why it squeezed out three stars from me). Anyway, this meal costs around 8-9 dollars... I would take my 9 dollars and get some Super Cucas or Naan Stop (best name ever)"
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,"Best place to get Japanese sushi and Korean food in Isla Vista area. Highly recommend the Bimbimpa and tofu soup!
The staffs are very friendly!"
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"This place sucks. It's the best sushi in IV because it's the only place in IV to get sushi. That's by default not because it's actually good. 

The prices are the same as other sushi places which is relatively expense by IV standards and the sushi quality shits. If you're gonna charge me as much as a regular sushi joint at least give me something that comes close to the level of quality. 

Do yourself a favor and either drive to a sushi spot in goleta as the price is the same and its better, or buy from the sushi place inside albertsons as the quality is the same and it's cheaper.  Problem solved."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"I was in IV and craving sushi and decided I would give this place another shot even though I've never liked it much. Mistake. 

The first issue was that after I ordered and paid, I was told that the chef was ""on an errand"" and would be back in 15 minutes. I don't know why I didn't ask for my money back right then. Hindsight.

I finally got my order and headed back to my office to eat it. I ordered the eel and avocado roll and the eel was dry, chewy, and inedible as if it had been sitting out for a week. Obviously I threw it out, along with the 8 or 9 dollars I paid for it. That's time and money I will never get back. I'm sure if I had eaten it I would have gotten a nasty case of food poisoning. 

Never again, Sushiya. Never again."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Food is somewhat inconsistent. Got the sushi-ya special sushi roll and it was delicious. Thought I'd try the chicken teriyaki bento box but I was pretty disappointed. The vegetable tempura was very very greasy, the chicken was too burnt (as someone who loves charred foods this chicken was too burnt) and had a somewhat odd taste. The side salad contained too much raw onion. Very expensive. Wouldn't recommend the bento box but service is good. Going to try the udon soon."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,Sushi is okay. It was already kind of expensive but then they jacked up prices to take advantage of the college kids because it's the only sushi place in IV. Bastards.
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,negative,"Came in right when it opened. The place is nice and open. However, the food wasn't that good. The fish didn't seem fresh and the miso soup tasted like water. The rolls were also a bit too drenched in sauce so it kept falling apart. The service was fine, but probably wouldn't come back if I was craving sushi."
DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Japanese,positive,"I don't understand all the 1 star reviews, My parents and I visited last week and had some great food. I was surprised at how fresh tasting the fish was too, considering it is located so close to UCSB. 

A little weird as it was self-serve, but the girl at the register was super outgoing and friendly! 

Softshell crab: Crunchy coating like fish sticks, the crab was fresh and not fishy! comes with a salad which had a dressing that i really liked, wish they sold it in a bottle.

Sushiya Roll: Delicious! They put a mustardy type of sauce which was a refreshing touch, I thought it was unique.

Hawaii Roll: Spicy tuna on the inside and topped with fresh Ahi. The ponzu type of drizzle on it gives it a nice acidic touch.

Tonkotsu Ramen: Yo, I eat ramen at least 3 times a week back home in SF, and their broth is comparable to the better ramen places there. The chef told us they make the broth in house, which wins brownie points. No runny yolk or chashu here, but never the less simple deliciousness.

Spicy Seafood Ramen: Not too spicy, and packed full of flavor and seafood! Not overly fishy either.

They gave us Mochi Ice Cream on the house, and Im not the one to complain about free dessert! 

I hope they stay the same cause I'll be back!"
